y_true,y_pred
0.0787415898276771,0.30471707975443135
-1.3729229618007137,-1.0399841062404955
0.9674561075315107,0.7504511958064572
1.0664919240387165,0.9405647163912139
-2.6534309624590002,-1.9510351886538364
-0.7408403795804488,-1.302179506862318
0.08074311549186872,0.12784040316728537
-0.8717081399514425,-0.3162425923435822
0.5775908996726482,-0.016801157504288795
-0.5402061417755031,-0.85304392757358
0.24712697888887147,0.8793979748628286
1.6663833555578105,0.7777919354289483
0.3954293817443124,0.06603069756121605
1.1221431491555098,1.1272412069680329
1.2626187450629354,0.4675093422520456
-0.779643570968418,-0.8592924628832382
0.35470924653048286,0.36875078408249884
-1.2890326588399934,-0.9588826008289989
1.1693755209608119,0.8784503013072725
0.18837557267573704,-0.049925910986252896
-0.17752229360040492,-0.18486236354526056
-1.075922721337743,-0.6809295444039414
1.2875062657570673,1.2225413386740303
-0.1894288749498711,-0.15452948206880215
-1.0950649815302078,-0.4283278221631072
-1.0880397261503223,-0.3521335504882296
0.8148858749582335,0.5323091855533487
-0.9355000931617661,0.36544406436407834
0.5154378750766184,0.4127326115959884
0.1917794741309705,0.43082100300788273
2.7957709043104164,2.1416476008704612
-0.6531491209615534,-0.4064150163846156
-0.18250062194558936,-0.5122427290715373
-1.0122296488667735,-0.8137727282478777
0.6728534993185674,0.6159794225754956
1.4973905581809173,1.1289722927208916
-0.34522531581716515,-0.11394745765487507
-0.34187903471332604,-0.840156476962528
-1.321330154244481,-0.8244812156912396
0.7978892091038906,0.6505927878247011
1.2045740325973686,0.7432541712034423
0.8731730142003624,0.543154268305195
0.29271273107901086,-0.6655097072886943
-0.14955833558861048,0.23216132306671977
-0.5728888165335657,0.11668580914072822
-0.2784789575185468,0.21868859672901295
1.2016500612224084,0.8714287779481898
0.4725570159093716,0.22359554877468227
0.7300418928956027,0.6789135630718949
-0.4938994550646735,0.06757906948889146
0.6725530453545145,0.28911939868998415
0.018935837013270174,0.6312882258385404
-0.8776810286672165,-1.4571558198556664
1.1090479952126313,-0.31967121635730134
-0.28714708100702024,-0.4703726542927955
-0.3473237804144704,-0.6388778482433419
-0.5215721356744634,-0.27514225122668373
0.5898346506909877,1.4949413112343959
-1.1671907972083544,-0.8658311156932432
0.42183073404210614,0.9682783545914808
-2.4063720598233127,-1.6828697716158048
0.5262949410120498,-0.33488502998577485
0.2991843241178921,0.1627530651050056
0.77606612166627,0.5862223313592781
0.5567153971947302,0.711226579792855
0.7069116939782071,0.7933472351999252
0.13355026887122912,-0.3487250722484376
